"","Name","Region","State.Abbreviation","County.FIPS.Code","Population","Premature.death","Life.expectancy","Child.mortality","Poor.or.fair.health","Unemployment","Income.inequality","Median.income","Homeownership","Food.insecurity","Severe.housing.problems","School.funding.adequacy","High.school.completion","Reading.scores","Free.or.reduced.lunch.eligibility","Adult.smoking","Excessive.drinking","Physical.inactivity","Adult.obesity","Uninsured","Uninsured.children","Primary.care.physicians","Not.proficient.in.English","Rural"
"1920","Davie County","South","NC",59,43286,7810.50047,78.37275855,6672597.865,18.5,6.823049,3.908437068,65418,82.0953199,13.6,12.03125,37687.4,89.7757494,3.258066861,42.6475331,19.8,18.6272184,26.2,32.2,13.040234,7.0680068,0.000466788,1.6531989,70.2885548
"1921","Duplin County","South","NC",61,58794,9670.595657,77.76042458,6054023.255,27.9,5.6101886,4.010090769,49755,71.9083827,15.6,16.184573,-494335,78.6688952,2.755222972,99.3479787,22.8,15.1680538,35.3,39,21.62483,8.4130697,0.000221311,7.0789421,86.4644048
"1922","Durham County","South","NC",63,327306,6380.098271,79.9621845,5926128.529,17.7,6.5238056,4.552660734,65619,55.4415652,12.1,16.9225161,-710392.6,89.6071797,2.840884816,63.7779968,15.2,16.3657486,26.7,34.4,13.9504563,6.6245587,0.001265988,5.2468689,5.6277024
"1923","Edgecombe County","South","NC",65,50829,14319.68709,71.92345437,9201797.561,27.7,10.5835185,5.317254755,45156,61.8461539,16.7,18.577445,-836623.4,83.0214162,2.516529404,92.8300502,24.6,15.2767063,36.1,40.5,12.0618453,4.1017653,0.000330277,0.896459,45.3069741
"1924","Forsyth County","South","NC",67,383843,8066.230595,77.71730126,6149743.378,19.5,7.4396277,4.766147877,56158,62.2916247,13.2,16.078672,-549771.1,89.0387759,3.015759364,61.7208792,17.9,16.822682,26.7,36.9,14.1585109,5.1835562,0.001166638,2.6591203,7.3465081
"1925","Franklin County","South","NC",69,71859,8482.929124,77.40737578,5320475.518,20.6,6.8323182,4.374577807,54868,73.2169925,12.6,12.3434343,-368275.4,86.5452248,2.944509788,59.2861539,20.9,17.714305,29.8,35.7,13.7681674,6.5719588,8.61017e-05,1.4757161,85.3181346
"1926","Gaston County","South","NC",71,226568,9646.793967,75.05929081,5768274.49,21.2,8.0181875,4.635720641,60622,65.9955913,14.3,15.3629057,-306738.9,85.5687364,3.04091214,58.5982593,21.1,16.4609793,29.6,34.3,13.8590874,5.4159019,0.000574536,1.254151,19.6476228
"1927","Gates County","South","NC",73,11464,10947.57188,75.96683819,5154518.404,20.4,5.7210495,3.996922156,57680,77.4200426,14,13.0726257,-376514.6,88.9365761,2.80112412,47.4648748,21.7,17.7966035,28.8,36.2,11.7569353,6.1157025,0.000676619,0.7930071,100
"1928","Graham County","South","NC",75,8474,10234.66493,76.19005877,7169654.774,22.8,9.9122522,4.970689555,42057,83.499006,17.6,8.2066869,265331.1,82.0321376,3.192533825,60.1516428,24.7,18.1227581,30.4,35,19.0294957,8.3525346,0.000236939,1.305258,100
"1929","Granville County","South","NC",77,60486,7811.03614,77.6757359,3866582.552,21.3,5.8648448,4.281097707,53112,75.0405712,12.4,13.0052306,-392817,86.0588928,2.907092395,58.05401,20.6,17.3049676,29.2,35.7,13.2040668,5.7937884,0.000463246,1.2682721,54.7499833
"1930","Greene County","South","NC",79,20928,8151.269267,76.8562433,5919261.276,27.2,5.6433881,4.616912273,47605,69.6314769,16.1,16.5977961,-602958.4,76.3282133,2.829361108,99.2345164,23.6,16.2154789,34.6,41.8,20.7480688,8.2722761,0.000142389,4.3630717,100
"1931","Guilford County","South","NC",81,540521,8166.007235,77.76270748,6711268.198,19,8.5853142,4.71682992,55577,59.0484743,13.1,16.1988852,-620632.5,89.6008648,3.040972728,65.2345549,18.7,16.8623247,27.5,34.5,13.1407673,4.9549807,0.000780008,2.6046452,12.6943567
"1932","Halifax County","South","NC",83,49479,13212.17817,72.87521924,7693742.423,28.4,9.1828096,5.712046574,41098,61.6542424,17.6,17.4283685,-1042140.4,79.144474,2.630967265,81.3574525,26.2,14.6958278,36.3,43.4,15.0229358,6.1754844,0.000519896,0.3443742,54.7055274
"1933","Harnett County","South","NC",85,137058,8591.064091,76.45223391,6004160.025,21.2,7.483971,4.481474876,55586,66.1579796,14,14.151048,-284953.5,88.0902084,2.992149396,58.0769984,19.6,16.3710805,28.1,36.7,15.0784309,5.916116,0.000286815,1.8733331,55.9209264
"1934","Haywood County","South","NC",87,62972,9378.264669,76.47637484,4211739.67,17.8,7.5358476,4.555903626,50492,72.6897475,14.9,13.556104,-13958.11,88.5090769,3.199951145,57.3390677,19.8,19.1522284,24.3,33.2,12.42933,5.6390977,0.000738161,0.3596512,55.440748
"1935","Henderson County","South","NC",89,118445,7431.557739,79.0297296,4642998.698,16.7,6.8974721,4.039157879,60550,74.2110027,12.9,11.8579122,-9759.277,91.4383206,3.273090511,49.1340699,17.6,19.1019568,24.3,31.8,14.6627873,6.4518961,0.000919799,1.6806723,33.270564
"1936","Hertford County","South","NC",91,23108,10827.81576,74.72001029,8496176.721,26.2,6.9543035,4.537783959,46632,66.6404583,15.7,18.5393258,-1061160,84.0559609,3.004810242,99.2385787,23.5,15.4744223,33.7,43.4,13.620294,4.9818841,0.000675761,0.7935458,68.6367506
"1937","Hoke County","South","NC",93,55830,9646.760092,75.39305534,8364001.338,23.6,8.6542841,5.319392846,53728,67.9856895,15.6,16.506772,-519746.3,87.4904264,2.979930521,98.7515192,21.4,16.4082169,32,40.2,16.5226265,6.5637833,0.000199153,2.6949702,43.1504515
"1938","Hyde County","South","NC",95,4843,10281.68387,75.62214328,10561786.45,25.8,10.1836394,3.918527166,45548,63.5700389,19.2,15.5367232,135803.9,78.4283112,2.911665947,80.7486631,24,17.4017148,34,39.5,16.7561121,8.2175926,0.000202552,2.6878307,100
"1939","Iredell County","South","NC",97,185770,7090.227253,77.91330876,5577819.679,18.1,7.3366721,4.262500867,61892,71.8533361,12.1,12.5986666,-90514.55,90.3302059,3.269070673,37.3314946,18.8,18.792017,26.1,32.5,12.8192476,6.2929115,0.000726049,1.7453009,37.9121534
"1940","Jackson County","South","NC",99,44033,9144.461805,78.01635478,7340321.031,19.4,7.5764468,4.647025583,49488,63.6582785,15.8,16.4663462,135345.5,87.9977166,2.971834205,55.6698241,20.5,18.9236524,26.3,35.1,19.1543737,8.5372412,0.000842096,1.7024551,73.0898165
"1941","Johnston County","South","NC",101,216246,7194.347891,77.70348472,4305808.057,19.8,6.3491256,4.327939913,63882,74.0368979,12.1,11.8829573,-299671.6,88.2127791,2.993559457,40.930257,19.3,17.3310303,28.5,34.2,14.5151835,6.0609955,0.000277063,2.3114228,52.0369734
"1942","Jones County","South","NC",103,9250,10135.02541,75.574859,5823433.496,26,5.763277,5.294641704,44972,74.2442861,18.1,17.6541717,-530786.1,82.2740606,3.189485803,98.6376022,24.6,15.8251463,34.1,38.4,17.4718541,7.4798619,0.000530842,0.5977419,100
"1943","Lee County","South","NC",105,62353,9767.857576,76.25005824,7297288.124,22.7,7.9761217,4.253904565,57025,64.7599821,14.3,14.5090826,-383584.1,85.1107515,3.009823939,61.9132325,19.6,17.4375137,30.3,34.9,15.9428345,6.48334,0.000582722,4.7387479,42.7643176
"1944","Lenoir County","South","NC",107,55720,12033.69149,73.619947,7363037.552,26.3,6.1884058,4.972081063,40586,56.8613263,17.7,17.1712803,-966144.9,81.122423,2.953276279,98.8385334,24.1,15.2287883,34.4,40.4,14.9443197,5.2484868,0.000464709,1.179041,45.0054626
"1945","Lincoln County","South","NC",109,88097,8173.276201,77.0111656,5171642.626,18.1,6.5923906,4.641728846,56183,75.8038131,13,11.2273579,9605.859,88.7908803,3.294136058,43.2287616,19.3,18.3541092,25.5,33.5,12.9590401,6.3278446,0.00047613,1.134849,54.5531208
"1946","McDowell County","South","NC",111,45782,8398.26848,76.69904997,4106214.071,21,6.9666748,3.630015045,47579,73.7291382,16.5,11.4142539,-87688.87,84.5818029,3.137915207,57.1210838,23.2,18.0578096,29.6,33.7,14.8127047,6.0628743,0.000305971,0.8226375,70.3018046
"1947","Macon County","South","NC",113,35994,7684.057782,78.41589187,4181714.503,19.3,6.6865169,5.081950443,51973,72.8925414,15.7,12.7070064,-226099.6,89.0305835,3.195524755,57.7169353,20.2,18.5673933,28,33.3,18.1767803,8.9510283,0.000613531,1.8878053,80.010023
"1948","Madison County","South","NC",115,21740,9081.547594,76.66350347,4905567.82,18.8,6.8947533,4.998671707,49373,74.8954974,15.5,13.0769231,129926.4,88.7521631,3.38005226,49.8217469,20.9,18.5938227,26.8,31.6,13.3833922,5.5611986,0.00064353,0.2909091,90.618378
"1949","Martin County","South","NC",117,22178,11807.29151,73.95104346,8791208.791,24.4,6.9450698,4.491931225,42264,66.2128456,15.6,13.6219641,-699461.7,83.2348822,2.704045102,98.8387097,23.3,15.6899341,31.7,37.7,12.9846924,5.2242055,0.00040107,1.4493429,78.1228321
"1950","Mecklenburg County","South","NC",119,1128945,6099.999667,79.98931931,4913152.519,16.6,7.7609171,4.421236354,72340,56.4033653,10.8,15.6165979,-511974,90.5112819,3.136019695,55.5632215,14.9,19.9325707,22.3,28.7,13.1751857,6.0385317,0.000888004,4.6645206,1.0654308
"1951","Mitchell County","South","NC",121,14881,10317.28526,74.72644297,3284287.966,19.8,7.7981651,4.546431312,49236,79.6313652,15.6,12.5786164,-187275.5,86.3110713,2.975634467,52.6346951,21.2,18.6551696,28.2,34.4,14.568574,6.2633452,0.000601444,0.8203043,82.6433019
"1952","Montgomery County","South","NC",123,27238,10329.01263,75.51653836,5014206.92,23.3,6.6649011,4.258733225,48522,73.2683877,13.8,15.2737752,-289566.1,81.6774261,2.955119738,71.5658271,21.3,17.1593654,31.2,36.4,17.3494922,7.4223342,0.000220807,5.5370299,76.8364631
"1953","Moore County","South","NC",125,103352,7848.357337,79.07105019,5497076.023,17,7.2126479,4.429026051,69413,76.8428836,12.6,13.1271654,-30208.79,92.3752362,3.370363137,38.4042801,17.2,18.8536362,23.7,31,12.009455,6.439055,0.001130056,1.788637,50.6578127
"1954","Nash County","South","NC",127,94859,10156.13084,75.0941365,6416076.509,22.2,8.4003893,4.720626632,49883,64.6437077,13.7,15.087146,-830963.7,86.3681562,2.837143269,73.3938172,21.1,15.8602315,30,35.2,12.6077746,5.4029695,0.000519629,1.4754595,47.5626043
"1955","New Hanover County","South","NC",129,236613,7274.360771,79.08963139,4335268.582,17,7.2501428,5.103371668,65615,58.3807833,14.3,19.1488226,-109066.3,93.2296869,3.252621313,58.4233302,16.9,19.9188541,23,31.7,12.1772378,4.8462718,0.000921215,0.9039687,2.2149635
"1956","Northampton County","South","NC",131,19088,10923.03899,75.89266137,12813472.45,26.7,7.3060574,4.98562143,41630,71.1538462,15.5,14.9478563,-1061311,81.034713,2.848235917,82.3686215,24.6,15.055172,34.3,41.7,12.9512467,5.1759834,5.13268e-05,0.696031,89.3660347
"1957","Onslow County","South","NC",133,203943,8760.843721,76.2130728,5279885.706,20.1,7.234855,3.62995867,52885,54.2226792,15.4,13.8999454,-267180.7,92.3231451,3.097156382,42.5342036,19.3,19.0251975,28.9,35.2,10.5840319,4.2348137,0.00033849,0.6544026,26.3489188
"1958","Orange County","South","NC",135,149077,5129.464332,82.12548007,4546766.113,14.6,5.3619165,5.319292906,82732,63.7894104,11.6,16.8951076,250516.945,93.0095747,3.427722182,31.4320205,14.1,18.2624197,21.4,29.8,10.4782958,5.665049,0.001879092,2.2798624,28.5319243
"1959","Pamlico County","South","NC",137,12715,11402.02447,76.30600658,8677542.52,21,5.627623,5.738977378,50481,76.8071195,13.8,12.8037383,-251817.8,88.6543272,2.916972788,83.5894621,21.6,17.9008151,28.5,36.3,14.5670254,8.277635,0.000314317,1.3987151,100
"1960","Pasquotank County","South","NC",139,40372,10256.27682,74.8875056,6535204.865,21.2,7.3318399,4.850943396,56654,61.846466,14.1,17.7943166,-678734,88.423953,2.960385135,70.5510052,21.1,17.9790896,29.8,37.6,12.1600622,4.9932976,0.000627762,0.902886,41.3196921
"1961","Pender County","South","NC",141,64671,8476.615483,77.23627081,4850531.762,19,6.5854791,4.581276697,59812,80.6154655,13.2,16.0578911,-160014.9,88.761826,3.095767641,43.7512742,19,19.3305382,26.8,33.9,13.3985243,6.7529428,0.000317158,1.320787,68.7553862
"1962","Perquimans County","South","NC",143,13667,10691.17554,76.5146308,6416076.509,20.4,6.6873065,4.649004151,50813,77.930683,14.5,17.3141892,-546954.9,86.5953059,3.16139562,55.8628984,21.3,18.2755684,27.9,35.6,12.8160149,6.6796875,0.000148555,0.7747134,100
"1963","Person County","South","NC",145,39925,9376.8809,75.90327628,6692422.353,21.5,7.3599293,4.413073179,58991,78.1650467,14.3,15.4969832,-304195.9,88.1778972,3.113561111,73.9815204,22.1,17.5049616,29.7,37.5,12.7299532,5.8647517,0.000379843,0.7638685,75.5219947
"1964","Pitt County","South","NC",147,182924,8673.09696,77.54048759,8527757.525,20.8,6.7993139,5.180093569,49955,52.6491519,15.4,22.235073,-679414.6,88.9864282,2.936524183,64.3384876,19.2,17.3365355,29.7,39,11.9556325,4.8723898,0.001117615,1.2870476,25.4359255
"1965","Polk County","South","NC",149,21030,7696.323619,79.27987782,4524535.912,17.4,6.213679,4.005831593,58607,75.6052745,14,12.8247651,322883.3,91.5931951,3.49983891,65.5156747,18.5,19.3267326,24.7,32.6,14.0864215,7.8157504,0.000627292,0.75015,92.2720624
"1966","Randolph County","South","NC",151,144557,10543.23834,74.99784312,6902970.604,22.3,7.3836201,4.263825097,48849,72.9565064,14.6,12.3304782,-198666.295,82.9563805,3.054842296,58.7364217,21.8,17.5381103,30.6,37.2,17.4032389,6.4047199,0.000480277,2.9104555,56.2425927
"1967","Richmond County","South","NC",153,44332,11956.87191,73.14097111,9975669.1,26.8,9.1615371,5.473986509,42335,65.9304434,18.1,16.2847129,-651486.7,82.8923701,2.842186966,99.0389972,25.3,15.4699148,33.9,38.2,14.6554173,5.251032,0.000289991,1.913238,45.5305646
"1968","Robeson County","South","NC",155,129999,14665.47976,71.69389827,10054802.51,31.8,8.8486717,5.612364425,39139,66.341187,19.1,16.1627148,-827610.9,77.6331528,2.707988105,98.829061,28.7,14.3463431,36.2,44.1,18.5030987,6.1275263,0.000421053,1.9582161,62.6132908
"1969","Rockingham County","South","NC",157,91285,11126.32615,74.29939874,5302082.767,22.6,8.3626196,4.631037867,50388,69.5318177,15.3,12.9032258,-435836.3,83.244697,2.945790615,63.1347494,22.9,17.3130313,30.3,36.6,13.7152656,5.6325317,0.000373585,1.2723736,61.944833
"1970","Rowan County","South","NC",159,142495,9840.354696,74.98281054,4616143.769,20.7,7.9498487,4.534312579,55398,69.6732364,14.4,13.126195,-240956.6,85.9496243,2.899598338,62.9691064,20.7,16.8770638,29.5,34.5,14.5331913,5.6009952,0.000408198,1.8839969,38.8223481
"1971","Rutherford County","South","NC",161,67076,9963.086082,75.28414482,4198842.58,22,9.276883,4.465726251,44004,71.6221617,17,14.1203264,-133206.2,84.8942975,3.291133117,98.9392971,23.1,16.5962467,29.9,35.1,13.7556332,5.2781132,0.00041773,0.8193616,61.0411444
"1972","Sampson County","South","NC",163,63382,9397.744072,76.02601745,4520357.754,26.2,5.8284792,4.231011413,45387,72.0058717,15.1,17.5908222,-493616.4,80.9773781,3.120844014,99.3328589,22.1,15.3519267,33.2,39.9,20.1500812,8.5637481,0.000424989,5.2976553,84.9631884
"1973","Scotland County","South","NC",165,34637,12627.28996,73.12542231,8740167.312,27.6,12.0364688,5.523148804,33531,59.8332175,19.7,20.7396111,-861987.5,80.8821042,2.688587117,99.4602124,26.7,15.4264651,34.1,41,13.7427587,5.1418659,0.000545616,0.4469616,48.391736
"1974","Stanly County","South","NC",167,63239,10201.77345,75.27380836,7244357.76,19.9,6.321296,3.999561036,53769,74.7243071,13.5,14.4634198,-302049,86.4802186,3.080817157,51.1015326,21.7,18.6196453,27.8,35.7,14.6182457,6.4597618,0.000366207,1.0906984,67.7131303
"1975","Stokes County","South","NC",169,45743,8954.50366,76.45754902,3814665.923,20.3,6.4456196,3.875549558,59068,77.876377,14.2,12.4352332,-53202.15,85.1384643,3.160843118,49.1680815,23,18.665376,27.7,34.2,12.3332863,5.4035568,0.000241276,0.1622746,75.6967153
"1976","Surry County","South","NC",171,71683,9170.349466,75.24735981,4619013.841,22.4,6.8504902,5.360783415,47114,72.6699079,15.9,12.8169743,-129548.9467,79.8665489,3.208542072,56.8051302,22.9,17.2689511,29.4,35.5,16.7182663,6.4298678,0.000515442,2.2207861,68.8053968
"1977","Swain County","South","NC",173,14179,14943.49704,70.61257277,7930214.116,25.2,8.4738435,5.168386005,47559,74.8127504,16.9,11.6620753,177841.7,83.3486755,3.012809451,59.4805195,26.3,17.3479714,30.7,36.4,22.3370429,11.318408,0.000770794,0.1708132,100
"1978","Transylvania County","South","NC",175,34498,6573.636884,81.01360171,6581421.587,18.1,6.1360102,4.136361716,56880,75.580284,14.4,12.6017699,119226,90.9806481,3.307438382,50.2500736,20.1,19.320349,25.5,32.1,15.8900627,7.3891626,0.000756144,0.6672584,59.6373527
"1979","Tyrrell County","South","NC",177,3774,6493.125972,78.602418,11922777.09,27.2,8.9036056,4.866075279,42260,72.8813559,18.1,17.1779141,-432751.8,76.5901639,2.97076681,98.178808,24.9,16.1094569,35,39.4,16.3009404,7.6190476,0.002507523,1.054798,100
"1980","Union County","South","NC",179,244562,5514.814067,80.04653472,2961617.438,16.7,5.9807053,4.104696082,90920,82.7383631,9.4,11.2884986,125324.6,89.5879803,3.398610575,28.4127654,17.7,18.4989651,24.4,30.7,11.3300801,5.7713519,0.000696242,2.4207402,27.2892117
"1981","Vance County","South","NC",181,44718,13262.85245,73.26262403,9282841.025,27.2,10.1115719,4.919855681,41935,58.0467594,16.6,20.142391,-1002688,83.0726405,2.917635397,98.8231876,24.3,15.3617763,35.7,41.3,14.5579702,5.0599201,0.000381722,1.3031731,54.0795209
"1982","Wake County","South","NC",183,1132271,4808.904398,81.63984023,4257492.375,14,6.4370437,4.264369654,88763,63.8842339,10.1,12.5723432,-177748.7,93.4454822,3.402656952,31.8564711,12.6,20.6664895,20.2,28.4,10.1044115,5.1710208,0.00087249,2.404092,6.1013793
"1983","Warren County","South","NC",185,19522,12537.46965,75.54342575,10749170.44,26.6,9.7713415,5.246481984,42808,71.6695395,14.9,14.6529563,-804211.9,83.8055843,2.808642989,98.7636004,24.6,15.7846839,34.3,41.7,17.0484582,7.5587906,5.06817e-05,0.9323515,100
"1984","Washington County","South","NC",187,11485,11264.23061,74.98581998,11661189.44,26,8.151184,6.108609621,38704,63.5287378,17.1,22.4630542,-953072.7,84.0048544,2.694523921,98.7854251,24.2,15.98725,34.1,40.5,14.1187581,5.7451404,0.000345423,0.1646305,67.7577865
"1985","Watauga County","South","NC",189,56441,5198.709696,81.2484415,6299874.003,18.6,6.2006644,6.260507291,54004,60.8912506,15.2,21.1987227,74168.75,90.6245219,3.463385046,31.2447435,19.3,18.1585619,25.8,32.4,13.0811911,6.3128267,0.000872243,0.7371099,55.4356976
"1986","Wayne County","South","NC",191,123967,10670.97082,74.67244609,7537666.921,23.6,6.4644632,4.410297974,52906,62.8988755,15.4,15.3670439,-718792.4,85.5256771,2.902796911,98.203302,21.1,16.5302376,31.2,35.1,15.4037067,6.0568059,0.000479165,3.3025556,46.4040188
"1987","Wilkes County","South","NC",193,68043,9994.502311,75.96009669,5566229.149,22.2,6.8075694,4.549052069,46830,75.8805619,16.3,12.8725093,-105522.3,81.5286236,3.094419247,80.961377,23.3,17.0091188,29.9,33,16.4421515,6.5686205,0.000409285,0.8674484,72.7905971
"1988","Wilson County","South","NC",195,81979,9793.876765,75.21639954,8414810.066,25.3,8.8903083,5.010724447,44089,60.4416917,15.9,17.3825086,-692739.1,81.4244155,2.967628051,63.4593167,22.5,15.3083166,34.5,38.9,16.1467748,5.5997877,0.000440092,1.9072434,38.6611517
"1989","Yadkin County","South","NC",197,37625,10098.75845,75.74711898,5429575.216,22,7.113551,4.041952364,53154,76.4543845,14.5,12.0064725,-51216.8,84.7162383,3.149986031,55.8471192,22.3,18.1311905,29.2,35.3,15.3345913,7.4900794,0.000292033,2.320888,84.6768734
"1990","Yancey County","South","NC",199,18099,7101.750013,77.93996552,6106559.463,20.5,6.5942118,4.316291511,48662,72.9172248,16.4,12.7027027,-36127.34,86.6381574,3.216166188,49.0112994,22,18.5415841,28.5,34,15.7242742,7.4543312,0.000608778,1.06408,100
"1991","Adams County","Midwest","ND",1,2188,5226.719614,81.10981551,5981755.645,14.4,3.8038038,6.446484444,50673,72.5897921,4.7,10.5263158,429781.6,92.7688504,3.239889248,15.3583618,18.1,23.144537,28.5,33.9,9.4723458,11.2612613,0.004061372,0,100
"1992","Barnes County","Midwest","ND",3,10402,8376.857684,77.02841409,4324511.33,14.7,3.8722168,3.999286385,52327,70.5695575,6.8,9.9311701,255045.3,94.221808,3.255837706,36.2068966,17.9,24.1784371,28.2,37.8,6.8992655,5.3084649,0.001056169,0,39.5535876
"1993","Benson County","Midwest","ND",5,6762,23275.13994,68.35832304,17627540.44,26.3,6.7614126,7.656735044,51189,72.3178808,15.3,14.8796499,-57053.348,86.2572364,2.474940348,84.2054264,28.9,19.3624833,39,42.2,11.0781577,7.4595939,0.002507523,1.4378029,100
"1994","Billings County","Midwest","ND",7,890,8561.196561,76.94060157,6455944.634,14.5,3.652968,3.827534039,76478,76.7759563,5.6,11.6883117,1457283.5,92.1507064,3.368771575,6.25,17.4,23.521611,28.1,35.5,8.988764,9.7435897,0,0,100
"1995","Bottineau County","Midwest","ND",9,6287,9144.858593,77.32339509,4531722.054,14.8,5.373437,4.58820706,61841,78.581363,6.6,8.1566069,512178.65,93.9319301,2.918176014,34.5372461,18.2,23.9762819,29.5,34.4,8.4028083,8.5214858,0.00031837,0,100
"1996","Bowman County","Midwest","ND",11,2986,5877.13895,78.79011735,6949270.327,15.2,3.3557047,3.508926474,67067,80.952381,4.1,8.5714286,347644.7,89.9428027,3.280388045,15.8371041,17.8,24.1264578,28.4,36,10.0468284,11.2860892,0.000330688,1.0045029,100
"1997","Burke County","Midwest","ND",13,2118,5176.519496,83.34454745,5229470.645,14.5,5.2837573,4.079925702,73567,78.631579,3.2,6.8571429,613068.55,93.7213865,2.523189725,21.4659686,17.7,24.8663433,29.4,38.4,6.7705213,6.8014706,0.002507523,0,100
"1998","Burleigh County","Midwest","ND",15,96212,6097.969599,80.30750063,4831840.707,13.3,4.3528109,4.075471698,72170,69.8454968,4.8,10.4696797,664088.4,94.4396177,3.131560203,24.7120886,16.5,22.3445871,25.5,32.3,5.6232561,4.3838708,0.001077113,0.2581601,18.5479904
"1999","Cass County","Midwest","ND",17,183904,6062.890969,79.92249313,5038588.212,12.7,4.3764177,4.330401358,61338,52.4971763,5.9,12.4924197,498706.2429,95.1035287,3.06835817,29.8259339,16.1,21.8253194,22.8,34.3,6.168187,4.8273893,0.001022411,1.1916851,10.4347768
"2000","Cavalier County","Midwest","ND",19,3713,5939.70569,81.03321411,5183190.203,14.6,3.4536892,5.060499893,54270,80.2587177,5.2,6.0518732,444260.7,93.3012583,3.070018876,24.9508841,18.3,23.5970385,27.7,35.1,6.3323573,6.6437572,0.000265816,1.5558699,100
"2001","Dickey County","Midwest","ND",21,4705,6813.269276,77.87637518,5257347.143,14.1,3.3218292,4.429653846,60682,75.3173484,3.4,7.3732719,162526.42,92.5778864,3.260398422,24.2924528,16.7,23.1446735,25.4,34.2,7.8708645,7.9573421,0.000821018,0.087604,100
"2002","Divide County","Midwest","ND",23,2277,5890.148015,81.23711923,6363636.364,16.4,3.1734838,3.820523077,64594,74.4339623,5.3,10.7142857,616094.5,92.4653406,3.143541872,28.6458333,19.6,21.8810046,30.6,37.3,10.1010101,10.9461967,0.000620604,0,100
"2003","Dunn County","Midwest","ND",25,4465,8304.01418,80.33541734,8158470.124,15.6,4.552793,3.92629432,73722,73.5294118,4.4,8.1818182,299401.2,88.8346354,2.582629421,27.7464789,17.7,23.0939464,30.6,37.6,11.4639397,14.2857143,0.000676619,2.9085531,100
"2004","Eddy County","Midwest","ND",27,2179,11923.11219,73.43180554,6041978.617,16,4.7263682,4.044652129,54285,67.1128107,8.9,11.9047619,1308467.613,90.4059041,3.468595599,27.4336283,18.3,23.3159011,31.3,35,8.3140878,8.4837545,0.000620604,0.6229037,100
"2005","Emmons County","Midwest","ND",29,3187,8152.968614,78.3153876,3866153.757,16.3,4.9564635,5.140929921,49972,80.530401,6.5,8.3601286,376680.2,88.2061856,3.585118319,36.0805861,19.4,23.5437037,31.6,36.2,11.5967114,12.0795107,0.000617094,0.1300813,100
"2006","Foster County","Midwest","ND",31,3165,8114.151295,78.26206735,5665401.394,14.5,3.4726688,4.562883436,63234,72.6230614,5.1,5.5555556,232778.725,91.8589465,3.146630356,19.6308725,17.5,23.9908497,27.7,35.3,6.3864188,6.629055,0.000623053,0.0328623,100
"2007","Golden Valley County","Midwest","ND",33,1737,4185.586457,91.38324915,7233686.134,14.8,3.1652989,3.636434617,57596,75.9213759,5.9,12.2807018,318650.2,93.5945742,3.010785742,35.9735974,17.5,23.3591375,28.8,35.7,9.2221331,9.0634441,0,0,100
"2008","Grand Forks County","Midwest","ND",35,69481,6722.873559,78.60542309,5076829.351,15.4,4.6256466,4.935220269,55495,48.5850742,7.6,17.6071488,110360.2671,95.403566,3.284325153,31.3416968,15.9,22.8769965,26.7,35.7,6.3808279,4.8375259,0.001209486,0.3752803,16.769118
"2009","Grant County","Midwest","ND",37,2215,11430.99979,75.8356275,10275229.36,17.3,2.7754416,4.760609408,48063,87.8927911,6.7,9.5890411,169520.8,92.2393365,2.403985035,43.776824,20.6,22.6912595,32.3,38.3,13.478819,15.07431,0.002507523,0.4149378,100
"2010","Griggs County","Midwest","ND",39,2207,5893.52375,79.40229238,5727171.851,15.6,3.0571992,4.365741119,53751,79.9224054,5.9,6.1611374,173397.015,91.0046729,2.955032026,37.15847,18.1,23.2346946,29.3,36.9,7.6822917,7.0512821,0.00044823,0.2782931,100
"2011","Hettinger County","Midwest","ND",41,2438,6875.426469,77.88547731,9795385.285,16.8,3.9511494,5.011502087,53222,78.2250686,4.9,9.7222222,21678.27,86.6422211,2.699564637,42.1782178,20.7,22.5766787,31.5,37.7,11.6968699,12.2065728,0.000676619,0,100
"2012","Kidder County","Midwest","ND",43,2458,4321.026647,84.40415764,5539782.564,17.8,5.1401869,4.321736532,49386,75.333927,6.8,6.6350711,296121.2,89.7923875,3.129071141,33.4190231,19.7,23.0093822,35.3,40,10.3391685,10.8986616,0.000584124,0.043802,100
"2013","LaMoure County","Midwest","ND",45,4033,8761.865715,80.83227122,10563380.28,16.4,2.6277372,4.503426624,58302,80.2033173,7,8.2644628,285521.13,86.9434215,2.929304551,33.2871013,19.4,21.2190925,31.1,38.1,10.8524478,11.9205298,0.000247158,0.3272087,100
"2014","Logan County","Midwest","ND",47,1880,8561.196561,80.69128132,6539000.467,15.6,3.1615925,3.830789796,47908,84.2364532,4.1,9.039548,-25150.929,87.4518861,2.931243332,29.305136,20.1,24.2386102,30.6,34.1,13.6945072,16.6666667,0,1.0397554,100
"2015","McHenry County","Midwest","ND",49,5695,7714.101135,77.48992465,8163061.523,14.3,5.4727979,5.107195425,59052,83.6846214,5.5,7.4144487,412562.4667,90.3649635,2.842648549,30.0829876,18.4,24.9293687,30,35.4,8.5176991,9.1749644,0.002507523,0.0911245,100
"2016","McIntosh County","Midwest","ND",51,2440,5511.573803,79.86433549,6476384.327,17.9,3.2816773,5.020984275,48839,71.3622291,6.2,9.1254753,274777.1,83.6032389,3.293762213,42.3857868,19.8,21.0012586,31.6,37.5,10.2272727,10.5150215,0.000800961,0.5380795,100
